,,,upper bound,lower bound,,slow ema,fast ema,,,% return
1h,20000,15,0.996,1.004,7,65,19,174,174,102.775956725037
1h,20000,15,0.996,1.004,7,71,19,171,171,102.609949612505
1h,20000,15,0.996,1.004,7,72,17,170,170,102.599736481339
1h,20000,15,0.996,1.004,7,74,27,153,153,102.596716276649
1h,20000,15,0.996,1.004,7,79,31,143,143,102.57708433526
1h,20000,15,0.996,1.004,7,80,31,144,144,102.467047158405
1h,20000,15,0.996,1.004,7,75,15,168,168,102.436612503978
1h,20000,15,0.996,1.004,7,88,35,128,128,102.416996358046
1h,20000,15,0.996,1.004,7,69,35,157,157,102.245752214335
1h,20000,15,0.996,1.004,7,85,43,135,135,102.179144217234
1h,20000,15,0.996,1.004,7,70,19,170,170,102.068264761106
1h,20000,15,0.996,1.004,7,83,46,135,135,102.061420344377
1h,20000,15,0.996,1.004,7,68,31,157,157,101.888595651857
1h,20000,15,0.996,1.004,7,84,46,135,135,101.866352166825
1h,20000,15,0.996,1.004,7,74,32,148,148,101.751005174666
1h,20000,15,0.996,1.004,7,71,32,154,154,101.673360383481
1h,20000,15,0.996,1.004,7,80,19,156,156,101.642471684824
1h,20000,15,0.996,1.004,7,73,28,152,152,101.382268456821
1h,20000,15,0.996,1.004,7,79,33,141,141,101.369823715783
1h,20000,15,0.996,1.004,7,77,23,156,156,101.358549943633
1h,20000,15,0.996,1.004,7,71,33,154,154,100.98664162849
1h,20000,15,0.996,1.004,7,86,37,141,141,100.864057117084
1h,20000,15,0.996,1.004,7,53,23,204,204,100.591648085242
1h,20000,15,0.996,1.004,7,81,22,156,156,100.57764095122
1h,20000,15,0.996,1.004,7,87,44,129,129,100.508082458987
1h,20000,15,0.996,1.004,7,78,18,161,161,100.475391832678
1h,20000,15,0.996,1.004,7,77,22,157,157,100.415270226109
1h,20000,15,0.996,1.004,7,75,25,152,152,100.408943679671
1h,20000,15,0.996,1.004,7,77,44,146,146,100.309028428805
1h,20000,15,0.996,1.004,7,71,31,154,154,100.154172224207
1h,20000,15,0.996,1.004,7,86,41,135,135,100.119438087987
1h,20000,15,0.996,1.004,7,77,21,160,160,100.082770372827
1h,20000,15,0.996,1.004,7,72,40,151,151,100.027979976207
1h,20000,15,0.996,1.004,7,72,28,155,155,99.9640642598417
1h,20000,15,0.996,1.004,7,77,29,145,145,99.8829613654046
1h,20000,15,0.996,1.004,7,82,45,139,139,99.8462722002845
1h,20000,15,0.996,1.004,7,70,31,153,153,99.7919436233135
1h,20000,15,0.996,1.004,7,69,34,155,155,99.780679668564
1h,20000,15,0.996,1.004,7,65,17,184,184,99.7580677533877
1h,20000,15,0.996,1.004,7,86,42,135,135,99.4929643904998
1h,20000,15,0.996,1.004,7,63,21,175,175,99.471737186202
1h,20000,15,0.996,1.004,7,76,19,159,159,99.4679917941157
1h,20000,15,0.996,1.004,7,71,17,175,175,99.3559594555198
1h,20000,15,0.996,1.004,7,79,23,152,152,99.3319566522906
1h,20000,15,0.996,1.004,7,85,45,137,137,99.1801292931021
1h,20000,15,0.996,1.004,7,66,19,176,176,99.1009201355744
1h,20000,15,0.996,1.004,7,73,40,147,147,99.0756408109975
1h,20000,15,0.996,1.004,7,69,31,157,157,98.9954374832383
1h,20000,15,0.996,1.004,7,76,46,150,150,98.7732225690387
1h,20000,15,0.996,1.004,7,51,22,212,212,98.6857685857419
1h,20000,15,0.996,1.004,7,81,47,142,142,98.6829022357751
1h,20000,15,0.996,1.004,7,79,21,157,157,98.6703863217176
1h,20000,15,0.996,1.004,7,86,35,135,135,98.6073613592918
1h,20000,15,0.996,1.004,7,78,44,143,143,98.4229556351721
1h,20000,15,0.996,1.004,7,57,23,189,189,98.2442809845221
1h,20000,15,0.996,1.004,7,77,35,147,147,98.2074422901015
1h,20000,15,0.996,1.004,7,80,33,138,138,98.102522097188
1h,20000,15,0.996,1.004,7,70,29,156,156,97.7917476941012
1h,20000,15,0.996,1.004,7,71,26,153,153,97.6567710446942
1h,20000,15,0.996,1.004,7,68,21,168,168,97.619746442082
1h,20000,15,0.996,1.004,7,79,46,139,139,97.5662947831607
1h,20000,15,0.996,1.004,7,76,21,155,155,97.4371554524794
1h,20000,15,0.996,1.004,7,79,19,160,160,97.3455600145762
1h,20000,15,0.996,1.004,7,87,35,135,135,97.2165986731591
1h,20000,15,0.996,1.004,7,86,45,137,137,97.1542524402618
1h,20000,15,0.996,1.004,7,54,23,200,200,97.114529855709
1h,20000,15,0.996,1.004,7,78,19,162,162,96.9331992739214
1h,20000,15,0.996,1.004,7,70,40,155,155,96.8120406882147
1h,20000,15,0.996,1.004,7,80,23,151,151,96.8001908263567
1h,20000,15,0.996,1.004,7,87,46,137,137,96.7576309851139
1h,20000,15,0.996,1.004,7,85,29,135,135,96.6038550701847
1h,20000,15,0.996,1.004,7,71,28,155,155,96.5528414058348
1h,20000,15,0.996,1.004,7,70,39,153,153,96.5265508047083
1h,20000,15,0.996,1.004,7,75,43,145,145,96.3341681635697
1h,20000,15,0.996,1.004,7,67,32,162,162,96.2486620284383
1h,20000,15,0.996,1.004,7,84,31,136,136,96.1714627211598
1h,20000,15,0.996,1.004,7,73,22,160,160,96.1446709590355
1h,20000,15,0.996,1.004,7,78,34,144,144,96.0350799542729
1h,20000,15,0.996,1.004,7,78,47,146,146,95.9560677273387
1h,20000,15,0.996,1.004,7,74,24,155,155,95.9050260210686
1h,20000,15,0.996,1.004,7,72,20,162,162,95.7669758937073
1h,20000,15,0.996,1.004,7,81,20,154,154,95.4928635679254
1h,20000,15,0.996,1.004,7,65,21,172,172,95.3940487719224
1h,20000,15,0.996,1.004,7,70,20,169,169,95.3560014208924
1h,20000,15,0.996,1.004,7,77,49,157,157,95.2422996188921
1h,20000,15,0.996,1.004,7,80,22,154,154,94.9982061061633
1h,20000,15,0.996,1.004,7,69,38,155,155,94.974609861614
1h,20000,15,0.996,1.004,7,74,22,156,156,94.9740909552045
1h,20000,15,0.996,1.004,7,77,20,160,160,94.8114403549597
1h,20000,15,0.996,1.004,7,80,46,139,139,94.7406409225621
1h,20000,15,0.996,1.004,7,72,21,161,161,94.7367828435326
1h,20000,15,0.996,1.004,7,71,29,154,154,94.733593108454
1h,20000,15,0.996,1.004,7,85,44,138,138,94.5699778356908
1h,20000,15,0.996,1.004,7,81,45,139,139,94.1838952707471
1h,20000,15,0.996,1.004,7,50,21,212,212,94.1792297189141
1h,20000,15,0.996,1.004,7,75,24,158,158,94.1640183607348
1h,20000,15,0.996,1.004,7,84,44,137,137,94.0453559151032
1h,20000,15,0.996,1.004,7,86,44,135,135,93.9312464679983
1h,20000,15,0.996,1.004,7,78,24,150,150,93.8580234382993
1h,20000,15,0.996,1.004,7,68,37,160,160,93.6874915126917
1h,20000,15,0.996,1.004,7,83,45,135,135,93.6386684070819
1h,20000,15,0.996,1.004,7,74,43,149,149,93.6053924148257
1h,20000,15,0.996,1.004,7,84,45,136,136,93.6046632528536
1h,20000,15,0.996,1.004,7,73,25,156,156,93.5381416470322
1h,20000,15,0.996,1.004,7,79,47,142,142,93.5157928020268
1h,20000,15,0.996,1.004,7,69,30,158,158,93.4477973380163
1h,20000,15,0.996,1.004,7,80,45,141,141,93.2220436304678
1h,20000,15,0.996,1.004,7,75,21,157,157,93.0849523004809
1h,20000,15,0.996,1.004,7,75,22,155,155,92.7799976080506
1h,20000,15,0.996,1.004,7,62,22,180,180,92.7361751236136
1h,20000,15,0.996,1.004,7,71,27,154,154,92.6975240626539
1h,20000,15,0.996,1.004,7,85,42,137,137,92.6396742600909
1h,20000,15,0.996,1.004,7,72,22,159,159,92.6171392047436
1h,20000,15,0.996,1.004,7,74,40,147,147,92.290150595732
1h,20000,15,0.996,1.004,7,72,18,166,166,92.1017554450194
1h,20000,15,0.996,1.004,7,80,32,141,141,92.0577739870083
1h,20000,15,0.996,1.004,7,73,41,147,147,92.0152772523216
1h,20000,15,0.996,1.004,7,68,30,160,160,91.9928155350567
1h,20000,15,0.996,1.004,7,77,19,158,158,91.7861008350583
1h,20000,15,0.996,1.004,7,76,15,169,169,91.6762548628993
1h,20000,15,0.996,1.004,7,75,42,145,145,91.4939919268002
1h,20000,15,0.996,1.004,7,81,32,139,139,91.388798386527
1h,20000,15,0.996,1.004,7,76,41,144,144,91.2218199051493
1h,20000,15,0.996,1.004,7,78,35,147,147,91.1310338994501
1h,20000,15,0.996,1.004,7,71,23,158,158,91.029563272744
1h,20000,15,0.996,1.004,7,71,40,154,154,90.898616226101
1h,20000,15,0.996,1.004,7,75,47,155,155,90.8121398443282
1h,20000,15,0.996,1.004,7,77,46,146,146,90.6946486630152
1h,20000,15,0.996,1.004,7,68,22,166,166,90.6372053254858
1h,20000,15,0.996,1.004,7,75,23,156,156,90.4997007424192
1h,20000,15,0.996,1.004,7,64,21,175,175,90.4014563797033
1h,20000,15,0.996,1.004,7,86,43,130,130,90.3307413176012
1h,20000,15,0.996,1.004,7,87,43,130,130,90.3115368966256
1h,20000,15,0.996,1.004,7,81,31,141,141,90.2661293420093
1h,20000,15,0.996,1.004,7,82,31,136,136,89.8964178873991
1h,20000,15,0.996,1.004,7,67,37,166,166,89.7023055647902
1h,20000,15,0.996,1.004,7,83,31,136,136,89.5527567476139
1h,20000,15,0.996,1.004,7,75,49,160,160,89.2353265758472
1h,20000,15,0.996,1.004,7,81,46,140,140,89.1064393436171
1h,20000,15,0.996,1.004,7,66,21,171,171,89.0845323208778
1h,20000,15,0.996,1.004,7,70,21,164,164,88.9208029444447
1h,20000,15,0.996,1.004,7,76,22,156,156,88.9185965663411
1h,20000,15,0.996,1.004,7,79,20,161,161,88.9093669854894
1h,20000,15,0.996,1.004,7,78,45,146,146,88.7850657780842
1h,20000,15,0.996,1.004,7,77,45,146,146,88.6177554291396
1h,20000,15,0.996,1.004,7,73,26,155,155,88.5307284442974
1h,20000,15,0.996,1.004,7,70,28,155,155,88.3410115851244
1h,20000,15,0.996,1.004,7,53,24,200,200,88.266792614935
1h,20000,15,0.996,1.004,7,72,24,156,156,88.2626390053395
1h,20000,15,0.996,1.004,7,70,42,158,158,88.0078165375699
1h,20000,15,0.996,1.004,7,70,27,158,158,87.9492887607139
1h,20000,15,0.996,1.004,7,68,35,162,162,87.6847140902647
1h,20000,15,0.996,1.004,7,75,40,145,145,87.5634633635459
1h,20000,15,0.996,1.004,7,79,44,140,140,87.4495104319163
1h,20000,15,0.996,1.004,7,75,48,157,157,87.3460789291246
1h,20000,15,0.996,1.004,7,77,47,149,149,87.2147597507957
1h,20000,15,0.996,1.004,7,69,22,163,163,87.2124814351943
1h,20000,15,0.996,1.004,7,80,20,157,157,87.1398150816648
1h,20000,15,0.996,1.004,7,71,21,163,163,87.0807692944709
1h,20000,15,0.996,1.004,7,72,23,157,157,86.8838426237782
1h,20000,15,0.996,1.004,7,76,48,157,157,86.8762615432082
1h,20000,15,0.996,1.004,7,72,26,154,154,86.8176838893893
1h,20000,15,0.996,1.004,7,68,38,162,162,86.6705736592059
1h,20000,15,0.996,1.004,7,70,32,156,156,86.543011561833
1h,20000,15,0.996,1.004,7,69,39,155,155,86.3173924625452
1h,20000,15,0.996,1.004,7,76,47,151,151,86.116868848661
1h,20000,15,0.996,1.004,7,74,25,155,155,85.5824352040011
1h,20000,15,0.996,1.004,7,71,20,167,167,85.5278628229494
1h,20000,15,0.996,1.004,7,71,41,152,152,85.5094652195849
1h,20000,15,0.996,1.004,7,80,21,156,156,85.068355346987
1h,20000,15,0.996,1.004,7,75,44,149,149,84.8983610085524
1h,20000,15,0.996,1.004,7,83,44,136,136,84.6359848266023
1h,20000,15,0.996,1.004,7,63,33,176,176,84.5534198358533
1h,20000,15,0.996,1.004,7,63,22,177,177,84.1492503300822
1h,20000,15,0.996,1.004,7,67,22,169,169,84.1364364416513
1h,20000,15,0.996,1.004,7,61,22,185,185,84.0563084216152
1h,20000,15,0.996,1.004,7,72,27,153,153,84.0430594346763
1h,20000,15,0.996,1.004,7,76,49,157,157,83.6544796452045
1h,20000,15,0.996,1.004,7,78,20,160,160,83.581400212346
1h,20000,15,0.996,1.004,7,51,23,215,215,83.4286699889994
1h,20000,15,0.996,1.004,7,70,49,174,174,82.9813923266294
1h,20000,15,0.996,1.004,7,78,46,143,143,82.9402466653526
1h,20000,15,0.996,1.004,7,73,23,158,158,82.9231977394565
1h,20000,15,0.996,1.004,7,77,48,155,155,82.8759157687334
1h,20000,15,0.996,1.004,7,71,43,157,157,82.8418277707228
1h,20000,15,0.996,1.004,7,73,44,157,157,82.8290785569106
1h,20000,15,0.996,1.004,7,70,33,156,156,82.7477903872861
1h,20000,15,0.996,1.004,7,64,43,190,190,82.7009477122472
1h,20000,15,0.996,1.004,7,75,45,151,151,82.6193562552922
1h,20000,15,0.996,1.004,7,69,29,161,161,82.3568261303432
1h,20000,15,0.996,1.004,7,67,23,166,166,82.0162816824605
1h,20000,15,0.996,1.004,7,72,41,149,149,81.8643313155551
1h,20000,15,0.996,1.004,7,76,23,155,155,81.8281511610481
1h,20000,15,0.996,1.004,7,69,43,167,167,81.656185933073
1h,20000,15,0.996,1.004,7,54,24,198,198,81.654127649327
1h,20000,15,0.996,1.004,7,76,45,150,150,81.4121960289632
1h,20000,15,0.996,1.004,7,67,39,169,169,81.3460430475955
1h,20000,15,0.996,1.004,7,75,46,152,152,81.225088467174
1h,20000,15,0.996,1.004,7,67,36,162,162,81.2196389225989
1h,20000,15,0.996,1.004,7,64,22,173,173,81.1457073516521
1h,20000,15,0.996,1.004,7,70,26,158,158,81.1182315168128
1h,20000,15,0.996,1.004,7,73,24,157,157,81.0933111435567
1h,20000,15,0.996,1.004,7,52,25,213,213,81.0084687951368
1h,20000,15,0.996,1.004,7,68,36,160,160,80.7455250346206
1h,20000,15,0.996,1.004,7,66,36,168,168,80.728075108716
1h,20000,15,0.996,1.004,7,71,44,160,160,80.7047728779777
1h,20000,15,0.996,1.004,7,58,23,188,188,80.661367216862
1h,20000,15,0.996,1.004,7,74,44,153,153,80.4309942872237
1h,20000,15,0.996,1.004,7,74,42,146,146,80.3597011598095
1h,20000,15,0.996,1.004,7,74,23,159,159,80.3574070748094
1h,20000,15,0.996,1.004,7,67,38,168,168,80.072395359477
1h,20000,15,0.996,1.004,7,68,34,161,161,79.2694020047302
1h,20000,15,0.996,1.004,7,54,25,200,200,79.2467154698212
1h,20000,15,0.996,1.004,7,67,30,162,162,79.0761212764013
1h,20000,15,0.996,1.004,7,69,33,157,157,79.0401342679192
1h,20000,15,0.996,1.004,7,50,22,217,217,78.6904262415085
1h,20000,15,0.996,1.004,7,67,43,177,177,78.453643754966
1h,20000,15,0.996,1.004,7,75,41,147,147,78.4212594931462
1h,20000,15,0.996,1.004,7,73,43,156,156,78.3015080911592
1h,20000,15,0.996,1.004,7,52,24,205,205,78.24703477908
1h,20000,15,0.996,1.004,7,74,41,146,146,77.9228381364232
1h,20000,15,0.996,1.004,7,66,22,169,169,77.9150281041231
1h,20000,15,0.996,1.004,7,68,39,166,166,77.7841284443995
1h,20000,15,0.996,1.004,7,76,24,154,154,77.6465891507362
1h,20000,15,0.996,1.004,7,66,37,168,168,77.6150612583642
1h,20000,15,0.996,1.004,7,66,23,168,168,77.5834802291514
1h,20000,15,0.996,1.004,7,50,44,361,361,77.5461734717845
1h,20000,15,0.996,1.004,7,56,24,190,190,77.4834857458591
1h,20000,15,0.996,1.004,7,53,25,201,201,77.4814471449931
1h,20000,15,0.996,1.004,7,68,43,171,171,77.4130691008326
1h,20000,15,0.996,1.004,7,67,44,176,176,77.205590685302
1h,20000,15,0.996,1.004,7,70,22,162,162,76.858555832481
1h,20000,15,0.996,1.004,7,59,23,188,188,76.8418284725461
1h,20000,15,0.996,1.004,7,55,24,194,194,76.7621205630403
1h,20000,15,0.996,1.004,7,67,31,161,161,76.7452470657027
1h,20000,15,0.996,1.004,7,52,41,264,264,76.422734910984
1h,20000,15,0.996,1.004,7,68,33,159,159,76.1721358729843
1h,20000,15,0.996,1.004,7,70,48,172,172,75.5579473399529
1h,20000,15,0.996,1.004,7,73,49,168,168,75.4333205288284
1h,20000,15,0.996,1.004,7,50,43,322,322,75.340212548864
1h,20000,15,0.996,1.004,7,63,31,175,175,75.2792866735951
1h,20000,15,0.996,1.004,7,71,22,160,160,75.2653081574222
1h,20000,15,0.996,1.004,7,71,25,156,156,74.9042602982393
1h,20000,15,0.996,1.004,7,52,43,286,286,74.8814640647459
1h,20000,15,0.996,1.004,7,71,42,159,159,74.4264651132422
1h,20000,15,0.996,1.004,7,72,44,158,158,74.4202942313345
1h,20000,15,0.996,1.004,7,53,26,206,206,74.3255821897692
1h,20000,15,0.996,1.004,7,71,49,172,172,74.2865893718378
1h,20000,15,0.996,1.004,7,53,43,267,267,74.0998625273275
1h,20000,15,0.996,1.004,7,72,25,156,156,74.0891775274085
1h,20000,15,0.996,1.004,7,74,49,165,165,73.8857485701266
1h,20000,15,0.996,1.004,7,69,28,160,160,73.7858919795358
1h,20000,15,0.996,1.004,7,74,45,153,153,73.7363308027222
1h,20000,15,0.996,1.004,7,65,41,177,177,73.7337572028205
1h,20000,15,0.996,1.004,7,72,43,156,156,73.7240215713248
1h,20000,15,0.996,1.004,7,52,44,300,300,73.686907788418
1h,20000,15,0.996,1.004,7,67,33,162,162,73.6340731816257
1h,20000,15,0.996,1.004,7,65,22,172,172,73.5940950624829
1h,20000,15,0.996,1.004,7,66,38,167,167,73.5394523094283
1h,20000,15,0.996,1.004,7,68,25,162,162,73.4090890431794
1h,20000,15,0.996,1.004,7,67,34,164,164,73.3661104005965
1h,20000,15,0.996,1.004,7,71,24,158,158,73.3366444208201
1h,20000,15,0.996,1.004,7,68,32,158,158,73.0538250082489
1h,20000,15,0.996,1.004,7,68,29,164,164,72.8579392873589
1h,20000,15,0.996,1.004,7,67,40,167,167,72.742421554871
1h,20000,15,0.996,1.004,7,70,43,163,163,72.7419781164035
1h,20000,15,0.996,1.004,7,69,32,155,155,72.5211179437562
1h,20000,15,0.996,1.004,7,70,23,160,160,71.8469194227194
1h,20000,15,0.996,1.004,7,61,43,213,213,71.6757040161175
1h,20000,15,0.996,1.004,7,69,27,161,161,71.4800068024648
1h,20000,15,0.996,1.004,7,52,45,314,314,71.3677210229836
1h,20000,15,0.996,1.004,7,73,42,148,148,71.2445314497937
1h,20000,15,0.996,1.004,7,72,42,156,156,70.9546146201785
1h,20000,15,0.996,1.004,7,54,26,202,202,70.9509638028016
1h,20000,15,0.996,1.004,7,67,27,165,165,70.9092324772797
1h,20000,15,0.996,1.004,7,65,43,183,183,70.8916131793421
1h,20000,15,0.996,1.004,7,52,26,212,212,70.8231620692933
1h,20000,15,0.996,1.004,7,74,48,161,161,70.7904617884067
1h,20000,15,0.996,1.004,7,67,35,164,164,70.7612881218104
1h,20000,15,0.996,1.004,7,69,40,161,161,70.6560505484426
1h,20000,15,0.996,1.004,7,66,39,169,169,70.3950741943747
1h,20000,15,0.996,1.004,7,71,48,173,173,70.3783210325046
1h,20000,15,0.996,1.004,7,63,42,191,191,70.2689542491815
1h,20000,15,0.996,1.004,7,51,43,308,308,70.2333042489955
1h,20000,15,0.996,1.004,7,69,24,163,163,70.030599668393
1h,20000,15,0.996,1.004,7,51,25,213,213,70.0187803254463
1h,20000,15,0.996,1.004,7,70,41,158,158,69.662068891213
1h,20000,15,0.996,1.004,7,67,29,166,166,69.2843645181191
1h,20000,15,0.996,1.004,7,74,47,159,159,69.1989412336167
1h,20000,15,0.996,1.004,7,65,37,170,170,69.1411100898027
1h,20000,15,0.996,1.004,7,73,45,158,158,68.8483971785362
1h,20000,15,0.996,1.004,7,64,35,178,178,68.7115371868674
1h,20000,15,0.996,1.004,7,69,42,165,165,68.5983671306186
1h,20000,15,0.996,1.004,7,55,25,194,194,68.5534750063434
1h,20000,15,0.996,1.004,7,65,42,179,179,68.3908641940361
1h,20000,15,0.996,1.004,7,56,47,275,275,68.2206160048142
1h,20000,15,0.996,1.004,7,69,41,161,161,68.0270932594526
1h,20000,15,0.996,1.004,7,63,27,178,178,68.0073805332688
1h,20000,15,0.996,1.004,7,50,33,227,227,67.9826780348827
1h,20000,15,0.996,1.004,7,69,23,160,160,67.9807887414934
1h,20000,15,0.996,1.004,7,65,36,170,170,67.9052500979512
1h,20000,15,0.996,1.004,7,70,44,166,166,67.8891188688684
1h,20000,15,0.996,1.004,7,68,27,163,163,67.8868512448427
1h,20000,15,0.996,1.004,7,50,23,215,215,67.8567858175518
1h,20000,15,0.996,1.004,7,68,23,165,165,67.7485375042633
1h,20000,15,0.996,1.004,7,62,32,181,181,67.7248007041091
1h,20000,15,0.996,1.004,7,63,32,174,174,67.6379163253057
1h,20000,15,0.996,1.004,7,53,42,265,265,67.6132913115824
1h,20000,15,0.996,1.004,7,64,41,179,179,67.5768532259448
1h,20000,15,0.996,1.004,7,68,40,164,164,67.5408785222196
1h,20000,15,0.996,1.004,7,64,34,176,176,67.5387131589279
1h,20000,15,0.996,1.004,7,70,45,168,168,67.4740220375446
1h,20000,15,0.996,1.004,7,63,34,180,180,67.4177599094185
1h,20000,15,0.996,1.004,7,50,25,220,220,66.9400411969348
1h,20000,15,0.996,1.004,7,69,46,173,173,66.9083225660772
1h,20000,15,0.996,1.004,7,64,23,175,175,66.8657197829543
1h,20000,15,0.996,1.004,7,62,42,199,199,66.8351844869065
1h,20000,15,0.996,1.004,7,50,27,216,216,66.7480462243406
1h,20000,15,0.996,1.004,7,66,33,169,169,66.6123010136473
1h,20000,15,0.996,1.004,7,69,49,179,179,66.3021168537315
1h,20000,15,0.996,1.004,7,67,28,168,168,66.1334254747125
1h,20000,15,0.996,1.004,7,62,43,205,205,66.0383326313593
1h,20000,15,0.996,1.004,7,66,27,168,168,65.9810595955988
1h,20000,15,0.996,1.004,7,62,33,182,182,65.7581461632518
1h,20000,15,0.996,1.004,7,66,29,169,169,65.6295780208363
1h,20000,15,0.996,1.004,7,66,30,166,166,65.577727840764
1h,20000,15,0.996,1.004,7,57,24,188,188,65.411240996018
1h,20000,15,0.996,1.004,7,56,25,189,189,65.1640221995737
1h,20000,15,0.996,1.004,7,66,35,166,166,65.145740657952
1h,20000,15,0.996,1.004,7,64,28,175,175,65.0984341434823
1h,20000,15,0.996,1.004,7,52,27,209,209,65.0578036041066
1h,20000,15,0.996,1.004,7,69,48,177,177,64.9860854771989
1h,20000,15,0.996,1.004,7,58,42,219,219,64.9230707229993
1h,20000,15,0.996,1.004,7,63,30,176,176,64.8823073044807
1h,20000,15,0.996,1.004,7,69,44,167,167,64.7017891433456
1h,20000,15,0.996,1.004,7,65,40,176,176,64.6754728811735
1h,20000,15,0.996,1.004,7,59,45,221,221,64.6283050679505
1h,20000,15,0.996,1.004,7,66,31,169,169,64.559599189205
1h,20000,15,0.996,1.004,7,64,32,175,175,64.5494024226949
1h,20000,15,0.996,1.004,7,71,45,165,165,64.5379348655262
1h,20000,15,0.996,1.004,7,51,44,322,322,64.5062851979789
1h,20000,15,0.996,1.004,7,72,45,162,162,64.4780492099967
1h,20000,15,0.996,1.004,7,68,28,166,166,64.3943806810512
1h,20000,15,0.996,1.004,7,65,35,173,173,64.3365845089146
1h,20000,15,0.996,1.004,7,50,26,219,219,64.3030981257541
1h,20000,15,0.996,1.004,7,65,33,171,171,64.2865093085869
1h,20000,15,0.996,1.004,7,63,35,179,179,64.2339571975637
1h,20000,15,0.996,1.004,7,66,32,168,168,64.1025695349705
1h,20000,15,0.996,1.004,7,60,23,185,185,64.0244475774162
1h,20000,15,0.996,1.004,7,63,41,191,191,63.7909093344028
1h,20000,15,0.996,1.004,7,63,28,176,176,63.5747912103914
1h,20000,15,0.996,1.004,7,51,24,215,215,63.4491668985779
1h,20000,15,0.996,1.004,7,66,43,177,177,63.2780035172033
1h,20000,15,0.996,1.004,7,65,34,170,170,63.2081979601659
1h,20000,15,0.996,1.004,7,69,25,161,161,63.2035556847825
1h,20000,15,0.996,1.004,7,67,25,167,167,62.936834167427
1h,20000,15,0.996,1.004,7,68,44,174,174,62.8740968935705
1h,20000,15,0.996,1.004,7,51,26,218,218,62.8631779920014
1h,20000,15,0.996,1.004,7,68,41,168,168,62.8586212366203
1h,20000,15,0.996,1.004,7,65,26,172,172,62.6544269258253
1h,20000,15,0.996,1.004,7,64,44,191,191,62.6486912353055
1h,20000,15,0.996,1.004,7,52,35,221,221,62.6304156440061
1h,20000,15,0.996,1.004,7,67,24,167,167,62.3298178444886
1h,20000,15,0.996,1.004,7,69,26,161,161,62.3215212849143
1h,20000,15,0.996,1.004,7,54,42,244,244,62.2275256052745
1h,20000,15,0.996,1.004,7,65,30,173,173,62.2267869620176
1h,20000,15,0.996,1.004,7,68,46,175,175,61.9881572719602
1h,20000,15,0.996,1.004,7,74,46,155,155,61.9659678527918
1h,20000,15,0.996,1.004,7,64,46,202,202,61.8948153182753
1h,20000,15,0.996,1.004,7,65,32,173,173,61.7773579506673
1h,20000,15,0.996,1.004,7,63,29,177,177,61.7210673580022
1h,20000,15,0.996,1.004,7,60,27,182,182,61.7108336971785
1h,20000,15,0.996,1.004,7,59,44,223,223,61.66511681814
1h,20000,15,0.996,1.004,7,61,34,189,189,61.5812443028526
1h,20000,15,0.996,1.004,7,70,25,158,158,61.4655863022615
1h,20000,15,0.996,1.004,7,68,24,163,163,61.3926186404515
1h,20000,15,0.996,1.004,7,58,46,239,239,61.2945741061954
1h,20000,15,0.996,1.004,7,69,45,169,169,61.1391046786961
1h,20000,15,0.996,1.004,7,50,24,216,216,61.092822710739
1h,20000,15,0.996,1.004,7,50,30,220,220,61.0129442659475
1h,20000,15,0.996,1.004,7,66,40,170,170,60.9481600554927
1h,20000,15,0.996,1.004,7,54,43,258,258,60.8403581488032
1h,20000,15,0.996,1.004,7,56,46,260,260,60.7551002180477
1h,20000,15,0.996,1.004,7,51,42,293,293,60.6797333456063
1h,20000,15,0.996,1.004,7,73,46,160,160,60.5285051500148
1h,20000,15,0.996,1.004,7,71,47,168,168,60.3718737881623
1h,20000,15,0.996,1.004,7,73,48,168,168,60.3643812687573
1h,20000,15,0.996,1.004,7,62,23,182,182,60.3217425985546
1h,20000,15,0.996,1.004,7,72,47,167,167,60.2930820434273
1h,20000,15,0.996,1.004,7,63,43,196,196,60.2746573961135
1h,20000,15,0.996,1.004,7,57,45,238,238,60.2426146199242
1h,20000,15,0.996,1.004,7,50,28,218,218,60.0967336637124
1h,20000,15,0.996,1.004,7,66,41,173,173,60.0780274352399
1h,20000,15,0.996,1.004,7,64,26,177,177,60.0626080657854
1h,20000,15,0.996,1.004,7,56,45,256,256,60.0192727223623
1h,20000,15,0.996,1.004,7,65,24,172,172,59.9906779464817
1h,20000,15,0.996,1.004,7,64,33,175,175,59.7139477933497
1h,20000,15,0.996,1.004,7,57,42,220,220,59.7015034143975
1h,20000,15,0.996,1.004,7,70,24,158,158,59.4290632006394
1h,20000,15,0.996,1.004,7,62,31,179,179,59.3901201811661
1h,20000,15,0.996,1.004,7,62,29,182,182,59.3648828367959
1h,20000,15,0.996,1.004,7,52,33,225,225,59.3527607206505
1h,20000,15,0.996,1.004,7,62,30,181,181,59.3149683617054
1h,20000,15,0.996,1.004,7,65,27,177,177,59.2063091744184
1h,20000,15,0.996,1.004,7,55,41,229,229,59.1684875002912
1h,20000,15,0.996,1.004,7,64,38,180,180,59.0581926028449
1h,20000,15,0.996,1.004,7,67,42,173,173,59.0459955124143
1h,20000,15,0.996,1.004,7,50,41,291,291,58.9796621683482
1h,20000,15,0.996,1.004,7,56,40,223,223,58.9359501651489
1h,20000,15,0.996,1.004,7,64,36,172,172,58.8670325307025
1h,20000,15,0.996,1.004,7,67,26,167,167,58.8212065711995
1h,20000,15,0.996,1.004,7,61,33,185,185,58.7892841503751
1h,20000,15,0.996,1.004,7,72,48,169,169,58.6956545262597
